% Model:              Untitled.mph
% Version:            COMSOL 5.5.0.359
% Date:               Oct 10 2022, 12:31
% Dimension:          3
% Nodes:              665
% Expressions:        1
% Description:        Electric potential
% Length unit:        nm
% x                       y                        z                        V (V)
0                         0                        0                        1.0748698512910605E-13+1.0254171046797641E-13i
0.3                       0.3                      0                        7.371574325512908E-14+1.5198845545443376E-13i
-0.3                      0.3                      0                        6.494324859539136E-14+1.3569944848748127E-13i
0.3                       -0.3                     0                        6.099527552885916E-14+1.4240951573318256E-13i
-0.3                      -0.3                     0                        5.2137326730162845E-15+1.4796578439253428E-13i
0.3                       0                        0.3                      7.361806413111485E-11-1.7924084219722392E-10i
-0.3                      0                        0.3                      7.371752214632535E-11-1.793646370806213E-10i
0.3                       0                        -0.3                     -7.374267733823971E-11+1.7977206589838917E-10i
-0.3                      0                        -0.3                     -7.367037269198489E-11+1.7972052596796291E-10i
0                         0.3                      0.3                      6.570036395474029E-11-1.7220636167044915E-10i
0                         -0.3                     0.3                      6.583634446621612E-11-1.7235822881383465E-10i
0                         0.3                      -0.3                     -6.585228092578734E-11+1.7277728598424008E-10i
0                         -0.3                     -0.3                     -6.578077568435079E-11+1.726859495776631E-10i
0.6                       0                        0                        -3.819432283478521E-14+2.7458704659674415E-13i
-0.6                      0                        0                        1.8428942741135254E-14+1.4424721438197516E-13i
0                         0.6                      0                        5.933584176883645E-14+1.2804688956113321E-13i
0                         -0.6                     0                        5.390735762509205E-15+1.463595036136305E-13i
0                         0                        0.6                      1.4400583704712603E-10-3.56268444032833E-10i
0                         0                        -0.6                     -1.4397135546121451E-10+3.566626033382891E-10i
0.6                       0.6                      0                        -6.664417195357801E-14+2.637906137365118E-13i
0.6                       0.3                      0.3                      7.786281072373402E-11-1.8378883958377848E-10i
0.6                       0.3                      -0.3                     -7.789234540445749E-11+1.8431041535917148E-10i
0.3                       0.6                      0.3                      5.537142085878203E-11-1.6277503913734914E-10i
