% Model:              octa2.mph
% Version:            COMSOL 5.5.0.359
% Date:               Sep 29 2022, 16:37
% Dimension:          3
% Nodes:              3134
% Expressions:        1
% Description:        Electric potential
% Length unit:        nm
% x                       y                        z
0.000000		0.000000		0.000000
0.300000		0.300000		0.000000
-0.300000		0.300000		0.000000
0.300000		-0.300000		0.000000
-0.300000		-0.300000		0.000000
0.300000		0.000000		0.300000
-0.300000		0.000000		0.300000
0.300000		0.000000		-0.300000
-0.300000		0.000000		-0.300000
0.000000		0.300000		0.300000
0.000000		-0.300000		0.300000
0.000000		0.300000		-0.300000
0.000000		-0.300000		-0.300000
0.600000		0.000000		0.000000
-0.600000		0.000000		0.000000
0.000000		0.600000		0.000000
0.000000		-0.600000		0.000000
0.000000		0.000000		0.600000
0.000000		0.000000		-0.600000
0.600000		0.600000		0.000000
0.600000		0.300000		0.300000
0.600000		0.300000		-0.300000
0.300000		0.600000		0.300000
0.300000		0.600000		-0.300000
0.900000		0.300000		0.000000
0.300000		0.900000		0.000000
0.300000		0.300000		0.600000
0.300000		0.300000		-0.600000
-0.600000		0.600000		0.000000
-0.600000		0.300000		0.300000
-0.600000		0.300000		-0.300000
-0.300000		0.600000		0.300000
-0.300000		0.600000		-0.300000
-0.900000		0.300000		0.000000
-0.300000		0.900000		0.000000
-0.300000		0.300000		0.600000
-0.300000		0.300000		-0.600000
0.600000		-0.600000		0.000000
0.600000		-0.300000		0.300000
0.600000		-0.300000		-0.300000
0.300000		-0.600000		0.300000
0.300000		-0.600000		-0.300000
0.900000		-0.300000		0.000000
0.300000		-0.900000		0.000000
0.300000		-0.300000		0.600000
0.300000		-0.300000		-0.600000
-0.600000		-0.600000		0.000000
-0.600000		-0.300000		0.300000
-0.600000		-0.300000		-0.300000
-0.300000		-0.600000		0.300000
-0.300000		-0.600000		-0.300000
-0.900000		-0.300000		0.000000
-0.300000		-0.900000		0.000000
-0.300000		-0.300000		0.600000
-0.300000		-0.300000		-0.600000
0.600000		0.000000		0.600000
0.900000		0.000000		0.300000
0.300000		0.000000		0.900000
-0.600000		0.000000		0.600000
-0.900000		0.000000		0.300000
-0.300000		0.000000		0.900000
0.600000		0.000000		-0.600000
0.900000		0.000000		-0.300000
0.300000		0.000000		-0.900000
-0.600000		0.000000		-0.600000
-0.900000		0.000000		-0.300000
-0.300000		0.000000		-0.900000
0.000000		0.600000		0.600000
0.000000		0.900000		0.300000
0.000000		0.300000		0.900000
0.000000		-0.600000		0.600000
0.000000		-0.900000		0.300000
0.000000		-0.300000		0.900000
0.000000		0.600000		-0.600000
0.000000		0.900000		-0.300000
0.000000		0.300000		-0.900000
0.000000		-0.600000		-0.600000
0.000000		-0.900000		-0.300000
0.000000		-0.300000		-0.900000
1.200000		0.000000		0.000000
-1.200000		0.000000		0.000000
0.000000		1.200000		0.000000
0.000000		-1.200000		0.000000
0.000000		0.000000		1.200000
0.000000		0.000000		-1.200000
0.900000		0.900000		0.000000
0.900000		0.600000		0.300000
0.900000		0.600000		-0.300000
0.600000		0.900000		0.300000
0.600000		0.900000		-0.300000
1.200000		0.600000		0.000000
0.600000		1.200000		0.000000
0.600000		0.600000		0.600000
0.600000		0.600000		-0.600000
0.900000		0.300000		0.600000
1.200000		0.300000		0.300000
0.600000		0.300000		0.900000
0.900000		0.300000		-0.600000
1.200000		0.300000		-0.300000
0.600000		0.300000		-0.900000
0.300000		0.900000		0.600000
0.300000		1.200000		0.300000
0.300000		0.600000		0.900000
0.300000		0.900000		-0.600000
0.300000		1.200000		-0.300000
0.300000		0.600000		-0.900000
1.500000		0.300000		0.000000
0.300000		1.500000		0.000000
0.300000		0.300000		1.200000
0.300000		0.300000		-1.200000
-0.900000		0.900000		0.000000
-0.900000		0.600000		0.300000
-0.900000		0.600000		-0.300000
-0.600000		0.900000		0.300000
-0.600000		0.900000		-0.300000
-1.200000		0.600000		0.000000
-0.600000		1.200000		0.000000
-0.600000		0.600000		0.600000
-0.600000		0.600000		-0.600000
-0.900000		0.300000		0.600000
-1.200000		0.300000		0.300000
-0.600000		0.300000		0.900000
-0.900000		0.300000		-0.600000
-1.200000		0.300000		-0.300000
-0.600000		0.300000		-0.900000
-0.300000		0.900000		0.600000
-0.300000		1.200000		0.300000
-0.300000		0.600000		0.900000
-0.300000		0.900000		-0.600000
-0.300000		1.200000		-0.300000
-0.300000		0.600000		-0.900000
-1.500000		0.300000		0.000000
-0.300000		1.500000		0.000000
-0.300000		0.300000		1.200000
-0.300000		0.300000		-1.200000
0.900000		-0.900000		0.000000
0.900000		-0.600000		0.300000
0.900000		-0.600000		-0.300000
0.600000		-0.900000		0.300000
0.600000		-0.900000		-0.300000
1.200000		-0.600000		0.000000
0.600000		-1.200000		0.000000
0.600000		-0.600000		0.600000
0.600000		-0.600000		-0.600000
0.900000		-0.300000		0.600000
1.200000		-0.300000		0.300000
0.600000		-0.300000		0.900000
0.900000		-0.300000		-0.600000
1.200000		-0.300000		-0.300000
0.600000		-0.300000		-0.900000
0.300000		-0.900000		0.600000
0.300000		-1.200000		0.300000
0.300000		-0.600000		0.900000
0.300000		-0.900000		-0.600000
0.300000		-1.200000		-0.300000
0.300000		-0.600000		-0.900000
1.500000		-0.300000		0.000000
0.300000		-1.500000		0.000000
0.300000		-0.300000		1.200000
0.300000		-0.300000		-1.200000
-0.900000		-0.900000		0.000000
-0.900000		-0.600000		0.300000
-0.900000		-0.600000		-0.300000
-0.600000		-0.900000		0.300000
-0.600000		-0.900000		-0.300000
-1.200000		-0.600000		0.000000
-0.600000		-1.200000		0.000000
-0.600000		-0.600000		0.600000
-0.600000		-0.600000		-0.600000
-0.900000		-0.300000		0.600000
-1.200000		-0.300000		0.300000
-0.600000		-0.300000		0.900000
-0.900000		-0.300000		-0.600000
-1.200000		-0.300000		-0.300000
-0.600000		-0.300000		-0.900000
-0.300000		-0.900000		0.600000
-0.300000		-1.200000		0.300000
-0.300000		-0.600000		0.900000
-0.300000		-0.900000		-0.600000
-0.300000		-1.200000		-0.300000
-0.300000		-0.600000		-0.900000
-1.500000		-0.300000		0.000000
-0.300000		-1.500000		0.000000
-0.300000		-0.300000		1.200000
-0.300000		-0.300000		-1.200000
0.900000		0.000000		0.900000
1.200000		0.000000		0.600000
0.600000		0.000000		1.200000
1.500000		0.000000		0.300000
0.300000		0.000000		1.500000
-0.900000		0.000000		0.900000
-1.200000		0.000000		0.600000
-0.600000		0.000000		1.200000
-1.500000		0.000000		0.300000
-0.300000		0.000000		1.500000
0.900000		0.000000		-0.900000
1.200000		0.000000		-0.600000
0.600000		0.000000		-1.200000
1.500000		0.000000		-0.300000
0.300000		0.000000		-1.500000
-0.900000		0.000000		-0.900000
-1.200000		0.000000		-0.600000
-0.600000		0.000000		-1.200000
-1.500000		0.000000		-0.300000
-0.300000		0.000000		-1.500000
0.000000		0.900000		0.900000
0.000000		1.200000		0.600000
0.000000		0.600000		1.200000
0.000000		1.500000		0.300000
0.000000		0.300000		1.500000
0.000000		-0.900000		0.900000
0.000000		-1.200000		0.600000
0.000000		-0.600000		1.200000
0.000000		-1.500000		0.300000
0.000000		-0.300000		1.500000
0.000000		0.900000		-0.900000
0.000000		1.200000		-0.600000
0.000000		0.600000		-1.200000
0.000000		1.500000		-0.300000
0.000000		0.300000		-1.500000
0.000000		-0.900000		-0.900000
0.000000		-1.200000		-0.600000
0.000000		-0.600000		-1.200000
0.000000		-1.500000		-0.300000
0.000000		-0.300000		-1.500000
1.200000		1.200000		0.000000
1.200000		0.900000		0.300000
1.200000		0.900000		-0.300000
0.900000		1.200000		0.300000
0.900000		1.200000		-0.300000
1.500000		0.900000		0.000000
0.900000		1.500000		0.000000
0.900000		0.900000		0.600000
0.900000		0.900000		-0.600000
1.200000		0.600000		0.600000
1.500000		0.600000		0.300000
0.900000		0.600000		0.900000
1.200000		0.600000		-0.600000
1.500000		0.600000		-0.300000
0.900000		0.600000		-0.900000
0.600000		1.200000		0.600000
0.600000		1.500000		0.300000
0.600000		0.900000		0.900000
0.600000		1.200000		-0.600000
0.600000		1.500000		-0.300000
0.600000		0.900000		-0.900000
0.600000		0.600000		1.200000
0.600000		0.600000		-1.200000
1.200000		0.300000		0.900000
1.500000		0.300000		0.600000
0.900000		0.300000		1.200000
0.600000		0.300000		1.500000
1.200000		0.300000		-0.900000
1.500000		0.300000		-0.600000
0.900000		0.300000		-1.200000
0.600000		0.300000		-1.500000
0.300000		1.200000		0.900000
0.300000		1.500000		0.600000
0.300000		0.900000		1.200000
0.300000		0.600000		1.500000
