% Model:              Untitled.mph
% Version:            COMSOL 5.5.0.359
% Date:               Oct 10 2022, 17:29
% Dimension:          3
% Nodes:              665
% Expressions:        1
% Description:        Electric potential
% Length unit:        nm
% x                       y                        z                        V (V)
-1.2                      0.3                      0.3                      -1.9972584896298043E-10-8.947355469362381E-11i
-0.6                      0.3                      0.9                      -7.43951230632758E-10-2.963587140991432E-10i
-0.9                      0.3                      -0.6                     5.367694334757366E-10+2.110303765830875E-10i
-1.2                      0.3                      -0.3                     1.9482255488594473E-10+9.677450588684841E-11i
-0.6                      0.3                      -0.9                     7.514473011951368E-10+2.9889853242769444E-10i
-0.3                      0.9                      0.6                      -3.0133420183794246E-10-8.05663726765534E-11i
-0.3                      1.2                      0.3                      -9.927017105076242E-11-1.2629053882658775E-11i
-0.3                      0.6                      0.9                      -5.81345310324822E-10-1.889545892381858E-10i
-0.3                      0.9                      -0.6                     2.8330015050762093E-10+9.413526917318573E-11i
-0.3                      1.2                      -0.3                     7.554233644070576E-11+2.7686223610206428E-11i
-0.3                      0.6                      -0.9                     5.713872183661067E-10+1.9978045002304297E-10i
-1.5                      0.3                      0                        2.2819268610201453E-13+1.474511866212429E-12i
-0.3                      1.5                      0                        -1.4522842158902705E-11+8.480522719282631E-12i
-0.3                      0.3                      1.2                      -9.129124686561272E-10-3.213646843596648E-10i
-0.3                      0.3                      -1.2                     9.149638063563111E-10+3.295189867056395E-10i
0.9                       -0.9                     0                        -1.599410582894194E-11+9.503250783265096E-12i
0.9                       -0.6                     0.3                      -2.5003187136863905E-10-6.436777201975819E-11i
0.9                       -0.6                     -0.3                     2.204984222368728E-10+8.271490081418695E-11i
0.6                       -0.9                     0.3                      -1.7705387348306064E-10-3.70932602137041E-11i
0.6                       -0.9                     -0.3                     1.4789793953774428E-10+5.5330563835590273E-11i
1.2                       -0.6                     0                        -1.4414605620902167E-11+8.478552726646429E-12i
0.6                       -1.2                     0                        -1.6360813953540293E-11+9.588218273765663E-12i
0.6                       -0.6                     0.6                      -4.416540189667569E-10-1.2956255986537128E-10i
0.6                       -0.6                     -0.6                     4.1403756502571705E-10+1.46980097570767E-10i
0.9                       -0.3                     0.6                      -5.673245568634163E-10-1.8349133369822578E-10i
1.2                       -0.3                     0.3                      -2.183764601298605E-10-7.762675957855374E-11i
0.6                       -0.3                     0.9                      -7.862738029411637E-10-2.6865503467774505E-10i
0.9                       -0.3                     -0.6                     5.386546894862275E-10+2.0193581550346818E-10i
1.2                       -0.3                     -0.3                     1.904933560107382E-10+9.455913211678244E-11i
0.6                       -0.3                     -0.9                     7.572503887521599E-10+2.8511013066969935E-10i
0.3                       -0.9                     0.6                      -3.0758379267255507E-10-7.61879869450993E-11i
0.3                       -1.2                     0.3                      -1.0207018557206305E-10-1.0560150048928287E-11i
0.3                       -0.6                     0.9                      -5.961531156022986E-10-1.7931813524533481E-10i
0.3                       -0.9                     -0.6                     2.82425843426775E-10+9.332640954471433E-11i
0.3                       -1.2                     -0.3                     7.388123470606983E-11+2.885681545581294E-11i
0.3                       -0.6                     -0.9                     5.726309769381145E-10+1.953288433777111E-10i
1.5                       -0.3                     0                        -1.2515971411389904E-11+7.046469995222683E-12i
0.3                       -1.5                     0                        -1.6519471629624947E-11+1.0165893500411702E-11i
0.3                       -0.3                     1.2                      -9.41330288705264E-10-3.03522413699417E-10i
0.3                       -0.3                     -1.2                     9.178562240674779E-10+3.190485775379114E-10i
-0.9                      -0.9                     0                        -1.0803105645398015E-11+8.053620213084113E-12i
-0.9                      -0.6                     0.3                      -2.3773380521465555E-10-7.093614656418092E-11i
-0.9                      -0.6                     -0.3                     2.241882823474451E-10+8.493131277195527E-11i
-0.6                      -0.9                     0.3                      -1.6989978900098905E-10-4.039612048697231E-11i
-0.6                      -0.9                     -0.3                     1.508737262039899E-10+5.599007761459072E-11i
-1.2                      -0.6                     0                        -5.4776063392651615E-12+5.587730963607264E-12i
-0.6                      -1.2                     0                        -1.2844949917324767E-11+8.620653891461203E-12i
-0.6                      -0.6                     0.6                      -4.24389562485915E-10-1.396510161321698E-10i
-0.6                      -0.6                     -0.6                     4.147724201850483E-10+1.5219173637139434E-10i
-0.9                      -0.3                     0.6                      -5.377398056033931E-10-2.0223082056795753E-10i
-1.2                      -0.3                     0.3                      -2.002020117494994E-10-8.872852194478492E-11i
-0.6                      -0.3                     0.9                      -7.450178264796918E-10-2.9527420561130893E-10i
-0.9                      -0.3                     -0.6                     5.369788701753602E-10+2.1152670131652557E-10i
-1.2                      -0.3                     -0.3                     1.9511152229845364E-10+9.721903981310705E-11i
-0.6                      -0.3                     -0.9                     7.529955410935636E-10+2.997461691608841E-10i
-0.3                      -0.9                     0.6                      -3.012848512647561E-10-7.94719589530149E-11i
-0.3                      -1.2                     0.3                      -9.921927072765755E-11-1.1541031689899045E-11i
-0.3                      -0.6                     0.9                      -5.815446362015385E-10-1.8770734471476411E-10i
-0.3                      -0.9                     -0.6                     2.83397672253703E-10+9.465589135801395E-11i
-0.3                      -1.2                     -0.3                     7.580655264729174E-11+2.8681357417040198E-11i
-0.3                      -0.6                     -0.9                     5.715116369927591E-10+2.000396674642431E-10i
-1.5                      -0.3                     0                        4.933383159988486E-13+1.9785090216959875E-12i
-0.3                      -1.5                     0                        -1.436772554803341E-11+9.785303637761334E-12i
-0.3                      -0.3                     1.2                      -9.137285021990467E-10-3.211251713793744E-10i
-0.3                      -0.3                     -1.2                     9.151462037216448E-10+3.301003735616845E-10i
0.9                       0                        0.9                      -9.600988106176383E-10-3.5901473514404496E-10i
1.2                       0                        0.6                      -4.6013596641391827E-10-1.9058512724213897E-10i
0.6                       0                        1.2                      -1.194469851706924E-9-4.50426288355688E-10i
1.5                       0                        0.3                      -8.608282921552482E-11-6.754685262567673E-11i
0.3                       0                        1.5                      -1.4639240920097446E-9-4.4283669294155283E-10i
-0.9                      0                        0.9                      -8.885507719565967E-10-4.0630839090267173E-10i
-1.2                      0                        0.6                      -4.22747016875989E-10-2.1673666833479198E-10i
-0.6                      0                        1.2                      -1.109841724258412E-9-5.062823228074192E-10i
-1.5                      0                        0.3                      -6.33538340078185E-11-8.169378212553012E-11i
-0.3                      0                        1.5                      -1.4191589916074385E-9-4.6092866658073215E-10i
0.9                       0                        -0.9                     9.259547347713934E-10+3.756795436759339E-10i
1.2                       0                        -0.6                     4.327788023100533E-10+2.0851935236014305E-10i
0.6                       0                        -1.2                     1.1608323875725354E-9+4.65942941825635E-10i
1.5                       0                        -0.3                     6.160193459613766E-11+8.164914895342628E-11i
0.3                       0                        -1.5                     1.4276782489682527E-9+4.587383374129223E-10i
-0.9                      0                        -0.9                     9.179916564121263E-10+4.0376762902316585E-10i
-1.2                      0                        -0.6                     4.301799498255233E-10+2.1965314125287124E-10i
-0.6                      0                        -1.2                     1.1475878267015681E-9+4.993321347214116E-10i
-1.5                      0                        -0.3                     6.721759032716952E-11+8.33789513957885E-11i
-0.3                      0                        -1.5                     1.404527699592788E-9+4.653169880770065E-10i
0                         0.9                      0.9                      -1.780557882186382E-10-1.3958538409083617E-10i
0                         1.2                      0.6                      -3.0259446444693814E-11-6.317173456373573E-11i
0                         0.6                      1.2                      -3.5547955574434104E-10-2.3789121045702076E-10i
0                         1.5                      0.3                      4.230583324150924E-11-1.7593646664237304E-11i
0                         0.3                      1.5                      -4.571442128591059E-10-3.2886170183769646E-10i
0                         -0.9                     0.9                      -1.783978072782801E-10-1.3941637599393164E-10i
0                         -1.2                     0.6                      -3.0157700098716445E-11-6.279958016422662E-11i
0                         -0.6                     1.2                      -3.5517914939506684E-10-2.378282310666683E-10i
0                         -1.5                     0.3                      4.242921693849046E-11-1.7396658824177636E-11i
0                         -0.3                     1.5                      -4.4939900178353867E-10-3.2822927552524815E-10i
0                         0.9                      -0.9                     1.6276906030450695E-10+1.510557518802023E-10i
0                         1.2                      -0.6                     1.0299461451003238E-11+7.604583370129672E-11i
0                         0.6                      -1.2                     3.4547909508452585E-10+2.468634572695033E-10i
0                         1.5                      -0.3                     -6.440063728225956E-11+3.1164305313502534E-11i
0                         0.3                      -1.5                     4.4998655974366923E-10+3.358434047590467E-10i
0                         -0.9                     -0.9                     1.6313677828169895E-10+1.5131358150140753E-10i
0                         -1.2                     -0.6                     1.0810173179163166E-11+7.651901329943193E-11i
0                         -0.6                     -1.2                     3.4608366180867764E-10+2.4743248327051325E-10i
0                         -1.5                     -0.3                     -6.464033164130253E-11+3.181802331352019E-11i
0                         -0.3                     -1.5                     4.4123597564991496E-10+3.346305298700029E-10i
1.2                       1.2                      0                        -1.8455074287093963E-11+9.183230222527654E-12i
1.2                       0.9                      0.3                      -1.355839472355502E-10-4.490370025204053E-11i
1.2                       0.9                      -0.3                     1.0296173153306642E-10+6.27710816625927E-11i
0.9                       1.2                      0.3                      -1.425105659217509E-10-1.505990825823783E-11i
0.9                       1.2                      -0.3                     1.0445851100092403E-10+3.5922107665790746E-11i
1.5                       0.9                      0                        -1.3087360137149875E-11+7.121048314413199E-12i
0.9                       1.5                      0                        -2.8547868365892185E-11+1.0893424527153834E-11i
0.9                       0.9                      0.6                      -4.142249484770173E-10-9.958057203366592E-11i
0.9                       0.9                      -0.6                     3.8156281517496566E-10+1.196661998561769E-10i
1.2                       0.6                      0.6                      -3.54626103550262E-10-1.438519415272404E-10i
1.5                       0.6                      0.3                      -4.485220519134242E-11-5.36685927304304E-11i
0.9                       0.6                      0.9                      -7.969195382384682E-10-2.4653715693331176E-10i
1.2                       0.6                      -0.6                     3.309386022241608E-10+1.6280276322234687E-10i
1.5                       0.6                      -0.3                     1.86274497601917E-11+6.76970770033869E-11i
0.9                       0.6                      -0.9                     7.693049252033066E-10+2.6839615436632925E-10i
0.6                       1.2                      0.6                      -4.2971835865016475E-11-6.604550346248497E-11i
0.6                       1.5                      0.3                      3.9370279425731717E-11-1.7361694803751627E-11i
0.6                       0.9                      0.9                      -2.1245342773457184E-10-1.5241626065606273E-10i
0.6                       1.2                      -0.6                     1.630726290537604E-11+8.151278358620474E-11i
0.6                       1.5                      -0.3                     -6.825216664758531E-11+3.321244265836242E-11i
0.6                       0.9                      -0.9                     1.8836379517157653E-10+1.674079055518189E-10i
0.6                       0.6                      1.2                      -4.3228553166121716E-10-2.813237106824505E-10i
0.6                       0.6                      -1.2                     4.0750388296321527E-10+2.9583095833363255E-10i
1.2                       0.3                      0.9                      -6.688974718280421E-10-3.1290333063987944E-10i
1.5                       0.3                      0.6                      -1.252200542001189E-10-1.4153584005090354E-10i
0.9                       0.3                      1.2                      -1.360389554003873E-9-5.403576563692748E-10i
0.6                       0.3                      1.5                      -5.982277355190591E-10-4.4486060520345987E-10i
1.2                       0.3                      -0.9                     6.347277815967162E-10+3.316480476683602E-10i
1.5                       0.3                      -0.6                     9.769343765985657E-11+1.5524854104591533E-10i
0.9                       0.3                      -1.2                     1.3179765071156338E-9+5.67262320174698E-10i
0.6                       0.3                      -1.5                     5.725053477068283E-10+4.586568196061163E-10i
0.3                       1.2                      0.9                      1.1474226532477845E-10-1.09738370154064E-10i
0.3                       1.5                      0.6                      1.5890724066621244E-10-5.2281379365377064E-11i
0.3                       0.9                      1.2                      3.6361674735580546E-11-1.9002092695167198E-10i
0.3                       0.6                      1.5                      2.6122687749166452E-12-2.784281679551779E-10i
0.3                       1.2                      -0.9                     -1.3233815189581748E-10+1.2104340540937773E-10i
0.3                       1.5                      -0.6                     -1.7911136904722188E-10+6.407595034406628E-11i
0.3                       0.9                      -1.2                     -5.152726572559338E-11+1.998046503796026E-10i
0.3                       0.6                      -1.5                     -1.3679408448495647E-11+2.8628446267509976E-10i
-1.2                      1.2                      0                        -1.2497459870822426E-11+3.967337824140792E-12i
-1.2                      0.9                      0.3                      -1.236868794437449E-10-5.298062685618779E-11i
-1.2                      0.9                      -0.3                     1.0909318611318391E-10+6.172776728802964E-11i
-0.9                      1.2                      0.3                      -1.3639152839561056E-10-1.9459199670535694E-11i
-0.9                      1.2                      -0.3                     1.0840641850618278E-10+3.280085777168986E-11i
-1.5                      0.9                      0                        -3.0410036252601856E-12+1.6848275873319422E-12i
-0.9                      1.5                      0                        -2.4245999530000278E-11+2.5671177802408592E-12i
-0.9                      0.9                      0.6                      -4.01830831005503E-10-1.0883834687964E-10i
-0.9                      0.9                      -0.6                     3.8330006065501953E-10+1.209776876979503E-10i
-1.2                      0.6                      0.6                      -3.3439460388984427E-10-1.640691771619767E-10i
-1.5                      0.6                      0.3                      -2.5068081376328305E-11-6.565758305896384E-11i
-0.9                      0.6                      0.9                      -7.668251228192932E-10-2.746510154304984E-10i
-1.2                      0.6                      -0.6                     3.30992133155198E-10+1.6864980147541825E-10i
-1.5                      0.6                      -0.3                     2.5504098656758607E-11+6.800343028391948E-11i
-0.9                      0.6                      -0.9                     7.653308331693325E-10+2.7880966816588314E-10i
-0.6                      1.2                      0.6                      -3.252436674609315E-11-7.231999710987507E-11i
-0.6                      1.5                      0.3                      4.456716558639712E-11-2.111466437998985E-11i
-0.6                      0.9                      0.9                      -1.926961859828242E-10-1.6687772212240793E-10i
-0.6                      1.2                      -0.6                     1.6729143485226002E-11+8.20311046239744E-11i
-0.6                      1.5                      -0.3                     -6.540813360113751E-11+3.0950555324520517E-11i
-0.6                      0.9                      -0.9                     1.8781750113988857E-10+1.7324448401165491E-10i
-0.6                      0.6                      1.2                      -3.844842372809926E-10-3.136011709990529E-10i
-0.6                      0.6                      -1.2                     4.000020241497905E-10+3.1278712771351526E-10i
-1.2                      0.3                      0.9                      -6.003422709347639E-10-3.633442089880602E-10i
-1.5                      0.3                      0.6                      -8.669505463221559E-11-1.6712168083452797E-10i
-0.9                      0.3                      1.2                      -1.22304151911465E-9-6.63083838988466E-10i
-0.6                      0.3                      1.5                      -5.006118264304682E-10-5.166408106980915E-10i
-1.2                      0.3                      -0.9                     6.180166398965153E-10+3.544081538126492E-10i
-1.5                      0.3                      -0.6                     9.92028181058098E-11+1.6453462991089597E-10i
-0.9                      0.3                      -1.2                     1.3089060172421919E-9+6.135043300311312E-10i
-0.6                      0.3                      -1.5                     5.613992829934247E-10+4.996909449603434E-10i
-0.3                      1.2                      0.9                      1.229047308836668E-10-1.1502832150567184E-10i
-0.3                      1.5                      0.6                      1.6298041016686777E-10-5.510000334907365E-11i
-0.3                      0.9                      1.2                      5.1674000359457813E-11-2.006077782278287E-10i
-0.3                      0.6                      1.5                      2.8419109628181717E-11-2.9826821430035456E-10i
-0.3                      1.2                      -0.9                     -1.3297490240607783E-10+1.227103787649342E-10i
-0.3                      1.5                      -0.6                     -1.7830647675703105E-10+6.421866848299327E-11i
-0.3                      0.9                      -1.2                     -5.322335190268935E-11+2.0522358363611856E-10i
-0.3                      0.6                      -1.5                     -1.7456568546036876E-11+2.978810455675649E-10i
1.2                       -1.2                     0                        -1.888121948317928E-11+8.609973247797369E-12i
1.2                       -0.9                     0.3                      -1.3337119848494066E-10-4.5244924709453104E-11i
1.2                       -0.9                     -0.3                     1.0411813776624113E-10+6.232058446585265E-11i
0.9                       -1.2                     0.3                      -1.4122971955233914E-10-1.544762498067153E-11i
0.9                       -1.2                     -0.3                     1.0508734425173983E-10+3.522111418373361E-11i
1.5                       -0.9                     0                        -1.2384882842890334E-11+6.649327830025011E-12i
0.9                       -1.5                     0                        -2.573243340517101E-11+9.146155703145158E-12i
0.9                       -0.9                     0.6                      -4.1619595151406376E-10-1.0033368714632751E-10i
0.9                       -0.9                     -0.6                     3.828447352732108E-10+1.1932469747817184E-10i
1.2                       -0.6                     0.6                      -3.5934305294257246E-10-1.4541495283552157E-10i
1.5                       -0.6                     0.3                      -4.4083365439593254E-11-5.383881144332684E-11i
0.9                       -0.6                     0.9                      -8.045995423778684E-10-2.4962042636747916E-10i
1.2                       -0.6                     -0.6                     3.3031589466306273E-10+1.6205941208702804E-10i
1.5                       -0.6                     -0.3                     1.976089796683575E-11+6.760864468285931E-11i
0.9                       -0.6                     -0.9                     7.593013354767653E-10+2.638736799052203E-10i
0.6                       -1.2                     0.6                      -4.111512491073485E-11-6.592838902959498E-11i
0.6                       -1.5                     0.3                      4.022954555473459E-11-1.723932446690743E-11i
0.6                       -0.9                     0.9                      -2.1289254806144065E-10-1.5258492794955427E-10i
0.6                       -1.2                     -0.6                     1.640425822549367E-11+8.127981381241618E-11i
0.6                       -1.5                     -0.3                     -6.767786063696359E-11+3.274776866951191E-11i
0.6                       -0.9                     -0.9                     1.8784035920066024E-10+1.66965378615187E-10i
0.6                       -0.6                     1.2                      -4.2836827929327666E-10-2.808380385034982E-10i
0.6                       -0.6                     -1.2                     4.0749177996783004E-10+2.9513389809127577E-10i
