% Model:              Untitled.mph
% Version:            COMSOL 5.5.0.359
% Date:               Oct 7 2022, 19:01
% Dimension:          3
% Nodes:              891
% Expressions:        1
% Description:        Electric potential
% Length unit:        nm
% x                       y                        z                        V (V)
0.15                      -0.75                    0                        -5.021849384610831E-13-2.2797305260204205E-14i
0.15                      -0.15                    0.6                      -2.789920640490713E-10-8.441754561713425E-10i
0.15                      -0.15                    -0.6                     2.815212491832917E-10+8.437510913234129E-10i
-0.45                     -0.45                    0                        2.500481411525822E-13+1.8491514577201482E-12i
-0.45                     -0.3                     0.15                     -7.646387558199298E-11-1.9519615214739881E-10i
-0.45                     -0.3                     -0.15                    7.716820241702968E-11+1.9886741304650102E-10i
-0.3                      -0.45                    0.15                     -7.658658103816219E-11-1.9558251645418418E-10i
-0.3                      -0.45                    -0.15                    7.69703712860488E-11+1.9881299715849828E-10i
-0.6                      -0.3                     0                        2.16318627528362E-13+2.358542877641655E-12i
-0.3                      -0.6                     0                        -7.0967300565489935E-15+1.307694993306636E-12i
-0.3                      -0.3                     0.3                      -1.493762974983268E-10-3.979280006603279E-10i
-0.3                      -0.3                     -0.3                     1.501282637576192E-10+4.009329824855406E-10i
-0.45                     -0.15                    0.3                      -1.5007847089002335E-10-3.9065747849132727E-10i
-0.6                      -0.15                    0.15                     -7.712680524319721E-11-1.861335871431059E-10i
-0.3                      -0.15                    0.45                     -2.1806186562055741E-10-6.076405996576396E-10i
-0.45                     -0.15                    -0.3                     1.513293853864099E-10+3.9324577431808787E-10i
-0.6                      -0.15                    -0.15                    7.794699170343305E-11+1.901941827319565E-10i
-0.3                      -0.15                    -0.45                    2.1950088407349785E-10+6.11591982457885E-10i
-0.15                     -0.45                    0.3                      -1.5050130847126935E-10-3.903882232060909E-10i
-0.15                     -0.6                     0.15                     -7.744327980817073E-11-1.8639850631398404E-10i
-0.15                     -0.3                     0.45                     -2.1821358915364729E-10-6.086076919851424E-10i
-0.15                     -0.45                    -0.3                     1.510938718527421E-10+3.9226920953129395E-10i
-0.15                     -0.6                     -0.15                    7.753962705502775E-11+1.8880970202383538E-10i
-0.15                     -0.3                     -0.45                    2.1952500176373466E-10+6.106713207766872E-10i
-0.75                     -0.15                    0                        6.093838164285022E-14+1.984019448833786E-12i
-0.15                     -0.75                    0                        -2.7150293776213697E-13+7.287615340473674E-13i
-0.15                     -0.15                    0.6                      -2.794207963134988E-10-8.414839171297546E-10i
-0.15                     -0.15                    -0.6                     2.8131555984155685E-10+8.455149557408389E-10i
0.45                      0                        0.45                     -2.2264992558234477E-10-5.900034887960631E-10i
0.6                       0                        0.3                      -1.5369218185755034E-10-3.7248007066898676E-10i
0.3                       0                        0.6                      -2.835186455115532E-10-8.306099323047671E-10i
0.75                      0                        0.15                     -7.983201591086702E-11-1.753029036386694E-10i
0.15                      0                        0.75                     -3.301946100129722E-10-1.0973961581775286E-9i
-0.45                     0                        0.45                     -2.2187155282956082E-10-5.883296933641832E-10i
-0.6                      0                        0.3                      -1.5272873773582434E-10-3.6955121555597354E-10i
-0.3                      0                        0.6                      -2.83143205581836E-10-8.302508169067193E-10i
-0.75                     0                        0.15                     -7.844941702913076E-11-1.7160542198547393E-10i
-0.15                     0                        0.75                     -3.2963685637360787E-10-1.0968514945697202E-9i
0.45                      0                        -0.45                    2.224495902850118E-10+5.908832262622294E-10i
0.6                       0                        -0.3                     1.52558993481889E-10+3.729534260747027E-10i
0.3                       0                        -0.6                     2.8434301974086007E-10+8.326194404392615E-10i
0.75                      0                        -0.15                    7.78968678723736E-11+1.7491400500331242E-10i
0.15                      0                        -0.75                    3.3421207052177575E-10+1.0985804121684921E-9i
-0.45                     0                        -0.45                    2.2370018707965959E-10+5.930708676718667E-10i
-0.6                      0                        -0.3                     1.5408693270513479E-10+3.7470990149860695E-10i
-0.3                      0                        -0.6                     2.8549720452027956E-10+8.335315156694886E-10i
-0.75                     0                        -0.15                    7.89686145717784E-11+1.756019067579529E-10i
-0.15                     0                        -0.75                    3.344278974230255E-10+1.1000832808613623E-9i
0                         0.45                     0.45                     -2.2184289950171868E-10-5.89511448306854E-10i
0                         0.6                      0.3                      -1.5280515646439037E-10-3.7140625789731743E-10i
0                         0.3                      0.6                      -2.8286673326397786E-10-8.295340031459849E-10i
0                         0.75                     0.15                     -7.841480527995555E-11-1.717106104447424E-10i
0                         0.15                     0.75                     -3.296706127099936E-10-1.0978676973887504E-9i
0                         -0.45                    0.45                     -2.2262392553790753E-10-5.887705759063217E-10i
0                         -0.6                     0.3                      -1.5350841817530671E-10-3.715894676071582E-10i
0                         -0.3                     0.6                      -2.8341718789637644E-10-8.310568476388778E-10i
0                         -0.75                    0.15                     -7.910178556561928E-11-1.7382423000655776E-10i
0                         -0.15                    0.75                     -3.305098819074602E-10-1.0966184220292615E-9i
0                         0.45                     -0.45                    2.2302429223575288E-10+5.921658692697474E-10i
0                         0.6                      -0.3                     1.5320057265307211E-10+3.742344172194786E-10i
0                         0.3                      -0.6                     2.850857533543515E-10+8.329212194206398E-10i
0                         0.75                     -0.15                    7.86041751482763E-11+1.7528884953626336E-10i
0                         0.15                     -0.75                    3.334746977806818E-10+1.0995171282123036E-9i
0                         -0.45                    -0.45                    2.230529712511329E-10+5.92360341048885E-10i
0                         -0.6                     -0.3                     1.5330930232444604E-10+3.723715597671593E-10i
0                         -0.3                     -0.6                     2.855254968741841E-10+8.31331663415716E-10i
0                         -0.75                    -0.15                    7.856365723747221E-11+1.7468587430439867E-10i
0                         -0.15                    -0.75                    3.33913890401672E-10+1.0990589473329429E-9i
0.9                       0                        0                        -1.018469333166046E-12-4.895140704702276E-13i
-0.9                      0                        0                        -4.9856517487886934E-14+1.5239626766423726E-12i
0                         0.9                      0                        1.3981002560990676E-13+2.6716041103786683E-12i
0                         -0.9                     0                        -6.72671333216155E-13-4.561085987012232E-13i
0                         0                        0.9                      -3.5931624178979706E-10-1.389991536744908E-9i
0                         0                        -0.9                     3.6482784586975827E-10+1.3921045784358684E-9i
0.6                       0.6                      0                        -1.0390199781563654E-12+1.9783934951807513E-13i
0.6                       0.45                     0.15                     -8.073935777018303E-11-2.0086359442099128E-10i
0.6                       0.45                     -0.15                    7.89536594220587E-11+2.019394753119073E-10i
0.45                      0.6                      0.15                     -8.06368503591301E-11-2.0044421998431168E-10i
0.45                      0.6                      -0.15                    7.910923572174185E-11+2.026438777395277E-10i
0.75                      0.45                     0                        -1.1810322939663376E-12+1.2053892133203115E-13i
0.45                      0.75                     0                        -8.898681988942286E-13+1.5793474411038751E-12i
0.45                      0.45                     0.3                      -1.5545184179840123E-10-3.988676629336366E-10i
0.45                      0.45                     -0.3                     1.5401862285794955E-10+4.007233586623812E-10i
0.6                       0.3                      0.3                      -1.5633092738955085E-10-3.8633997902783716E-10i
0.75                      0.3                      0.15                     -8.159419780453264E-11-1.857787226740819E-10i
0.45                      0.3                      0.45                     -2.2657582279048578E-10-5.968252326052819E-10i
0.6                       0.3                      -0.3                     1.5479920273968824E-10+3.8686648732289654E-10i
0.75                      0.3                      -0.15                    7.963378180486745E-11+1.8716675476499456E-10i
0.45                      0.3                      -0.45                    2.2571437204917238E-10+5.972083689327563E-10i
0.3                       0.6                      0.3                      -1.560267576567768E-10-3.866789521949525E-10i
0.3                       0.75                     0.15                     -8.12500616646675E-11-1.867401229531731E-10i
0.3                       0.45                     0.45                     -2.2626978459594622E-10-5.959665533530964E-10i
0.3                       0.6                      -0.3                     1.5497833304003146E-10+3.876918309906434E-10i
0.3                       0.75                     -0.15                    8.012531729290047E-11+1.8805275292736705E-10i
0.3                       0.45                     -0.45                    2.259018226121481E-10+5.982067814177059E-10i
0.9                       0.3                      0                        -1.1815213923814755E-12-6.570099934399927E-13i
0.3                       0.9                      0                        -4.815417976097544E-13+1.2040870125901319E-12i
0.3                       0.3                      0.6                      -2.9132153640082824E-10-8.207440091054555E-10i
0.3                       0.3                      -0.6                     2.9134896176745894E-10+8.228872337015711E-10i
0.6                       0.15                     0.45                     -2.2926518451678172E-10-5.651766967585714E-10i
0.75                      0.15                     0.3                      -1.5799244093228766E-10-3.5323045127752025E-10i
0.45                      0.15                     0.6                      -2.9381099434738446E-10-8.001214236350752E-10i
0.9                       0.15                     0.15                     -8.199389377628056E-11-1.6273699295028677E-10i
0.3                       0.15                     0.75                     -3.463843390636761E-10-1.065782744427195E-9i
0.6                       0.15                     -0.45                    2.283426723278397E-10+5.66575509947463E-10i
0.75                      0.15                     -0.3                     1.564278906517948E-10+3.5383886066311743E-10i
0.45                      0.15                     -0.6                     2.944049626699534E-10+8.012877850014101E-10i
0.9                       0.15                     -0.15                    8.062993331806285E-11+1.6445194740663478E-10i
0.3                       0.15                     -0.75                    3.4922661312244245E-10+1.0659116351462956E-9i
0.15                      0.6                      0.45                     -2.2886423261637858E-10-5.631983577767618E-10i
0.15                      0.75                     0.3                      -1.5736243221631468E-10-3.518583798780545E-10i
0.15                      0.45                     0.6                      -2.9368470187362164E-10-7.99200222733885E-10i
0.15                      0.9                      0.15                     -8.163135651873781E-11-1.6112306025616273E-10i
0.15                      0.3                      0.75                     -3.4640918988747087E-10-1.0669325145208754E-9i
0.15                      0.6                      -0.45                    2.2856178898525385E-10+5.665361301577018E-10i
0.15                      0.75                     -0.3                     1.5694611073449386E-10+3.548374133763072E-10i
0.15                      0.45                     -0.6                     2.945276602438544E-10+8.020846133825571E-10i
0.15                      0.9                      -0.15                    8.103250390880751E-11+1.654391500653373E-10i
0.15                      0.3                      -0.75                    3.4876545369209277E-10+1.0674933121048635E-9i
1.05                      0.15                     0                        -1.4494916996542683E-12+1.2874724561104427E-12i
0.15                      1.05                     0                        -2.6277502961775614E-13+1.8373845247645494E-12i
0.15                      0.15                     0.9                      -3.769086813203735E-10-1.3699585336408524E-9i
0.15                      0.15                     -0.9                     3.816380014397925E-10+1.37189376043339E-9i
-0.6                      0.6                      0                        7.885262437989847E-13+2.329331338859084E-12i
-0.6                      0.45                     0.15                     -7.957749636123868E-11-1.9909257750615452E-10i
-0.6                      0.45                     -0.15                    8.121292460661488E-11+2.041187213821194E-10i
-0.45                     0.6                      0.15                     -7.94369602812466E-11-1.9962093053047262E-10i
-0.45                     0.6                      -0.15                    8.114326762667752E-11+2.0433837822698216E-10i
-0.75                     0.45                     0                        5.174549973078052E-13+1.6841240968857371E-12i
-0.45                     0.75                     0                        5.841615119316711E-13+2.2786355272854167E-12i
-0.45                     0.45                     0.3                      -1.5464978297067096E-10-3.969032459143327E-10i
-0.45                     0.45                     -0.3                     1.566092864633846E-10+4.017344345833168E-10i
-0.6                      0.3                      0.3                      -1.5554696648547697E-10-3.8447914943945856E-10i
-0.75                     0.3                      0.15                     -8.043169821894328E-11-1.8484231012168166E-10i
-0.45                     0.3                      0.45                     -2.2580092914056694E-10-5.935763305689375E-10i
-0.6                      0.3                      -0.3                     1.5720749593201803E-10+3.8909655543525974E-10i
-0.75                     0.3                      -0.15                    8.160337557614337E-11+1.898420150323771E-10i
-0.45                     0.3                      -0.45                    2.2826656087832533E-10+5.983127989149802E-10i
-0.3                      0.6                      0.3                      -1.5523360640048153E-10-3.8453063970434675E-10i
-0.3                      0.75                     0.15                     -8.040164775892383E-11-1.858192124228037E-10i
-0.3                      0.45                     0.45                     -2.2585439813477054E-10-5.942992983471505E-10i
-0.3                      0.6                      -0.3                     1.5704041537413952E-10+3.896337282141916E-10i
-0.3                      0.75                     -0.15                    8.160635107154921E-11+1.9070851578259995E-10i
-0.3                      0.45                     -0.45                    2.280712945834167E-10+5.976200933021085E-10i
-0.9                      0.3                      0                        9.025894512791736E-14+2.3544039465851686E-12i
-0.3                      0.9                      0                        -6.336023728423832E-14+8.841343735380995E-13i
-0.3                      0.3                      0.6                      -2.908354021633774E-10-8.188079784005207E-10i
-0.3                      0.3                      -0.6                     2.9340261749167517E-10+8.228287817363427E-10i
-0.6                      0.15                     0.45                     -2.285286019624474E-10-5.615634772858202E-10i
-0.75                     0.15                     0.3                      -1.5715483763698386E-10-3.5039783772560533E-10i
-0.45                     0.15                     0.6                      -2.9308802398673555E-10-7.986254975550437E-10i
-0.9                      0.15                     0.15                     -8.120145679629123E-11-1.5951778657152525E-10i
